Feature ID	Taxon	Confidence
1eec5c23bfbf22836063a25078bec4f655f53122	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia	0.853723500536327
609Q7040D89369QJ	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;g__Kurtzmanomyces	0.998024207869918
cdb0887e6aec24c7d4bfcca60ffb09cabc79b4da	k__Fungi	0.939732106868389
d324263000dbad92210cc98a99a28c9dcb821129	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta	0.666666666666667
545A5935Y40243TE	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_pullulans	0.897073511292853
6a693019a3e118c647baa394d005f314956a84da	k__Fungi	0.998339084611811
b482bff6bb2191f9405cad14f3d5bd388c3c2108	k__Fungi	0.998900139425879
208E8671T22096QF	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Rutstroemiaceae;g__Rutstroemia;s__Rutstroemia_capillus_albis	0.811394565912367
23a546e03f8e077f3d3a83e3416a82a565bafa2e	k__Fungi	0.998627136089596
907C1963K68444XJ	k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.753795541618679
SH085566.07FU_DQ000318_refs	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.900240166277337
SH080525.07FU_GQ924019_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales	0.755360433391878
ccb55d5a3c7e02a847eacdf6709407d2bd47127b	k__Fungi	0.998488404863516
747C2192I59871JM	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcosomataceae;g__sarcosoma	0.769060321136599
0500fb607f293aa5e37f76aff0d1e295d64c2ea5	k__Fungi	0.998897259241241
017b368d5617a4f5ce024919c3cbf2e524732c4b	k__Fungi	0.998199725868695
1474c7dc3980c5bd115edc83284acf60cb235893	k__Fungi	0.998326437753404
ae78de98ce270ed633be0d41bf7b0cdb607b10e9	k__Fungi	0.998700478470832
SH112905.07FU_EU266559_refs	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_globispora	0.762981824401725
63bf7aeac7879042fd43d1556c4ff8deb0c0bbf1	k__Fungi	0.998213904317864
389R7279D95633QE	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Monosporascus	0.999999962507403
76e7b58a9878f8cb0e2be96f1c5b3aef9a8870bd	k__Fungi	0.998380658012801
248U8390V75252GM	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium	0.711493278470743
598c9086fbfee7b37250eb247b8f02c5de47e12b	k__Fungi	0.998421268600829
95204ed0c50ab37568c5546834057c460626837f	k__Fungi	0.998715734476586
5aac8fa0dff7846f1c7c29f113aaea049c9feddf	k__Fungi	0.998583043643406
df36838b6f9d83342781eba5d1f71506645412cf	k__Fungi	0.998666209586463
SH110950.07FU_HG764521_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Thyrostroma	0.583333333333333
dd6c5177cb291c1a0eb6cf7527e6f06ee15559cb	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__alternaria_chlamydosporigena	0.999933325741659
9a03d26fea811a39986ec32960e90c15ea540adf	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.923076923076923
951M8621G34275BU	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Parastagonospora	0.996692007842424
0b974f808cc3a406f5c67f8cec622a3fcf3c2f19	k__Fungi	0.99841389685291
d2a6333787b26dd909f62569cac94eb7603ad7e4	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia	0.990438403895015
c8c7b1ca6950d99a2d605b7558cdd489f1452e96	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Lecanoromycetes;f__Ostropales;g__Stictidaceae	1
356K6170P23846QR	k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.926456303779626
889G8506A94671FB	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neostagonospora	0.971481425545385
189361677336a93b3c66835d09db78cb73d9570b	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales	0.6
805B3082T22859UH	k__Fungi;p__Basidiomycota	0.999698051150978
532N2255Z80628KS	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Phaeotremellaceae;g__Gelidatrema	0.999995520514048
874C9664G96319FI	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0.985492958420572
7a900ef2937633734c49bbc42622a31521cec35c	k__Fungi	0.998491730844231
702W2988P17312KF	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia	0.6
3f481275db805eb0bdc2454d17e853b08bc30b44	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.999960119942122
SH113721.07FU_AY969324_reps	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__incertae_sedis;g__Mycoarthris	0.7
b4239a49e4f4b90d9a928affc8d09eb921272ae6	k__Fungi	0.998656840465451
e9e1423d4b4ea283289ac2f2612a1f6d8ab9739d	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus	0.7
34e81677f36d0ea385735b4806824344f6a3d7f5	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae	0.999030607461308
130J1703R11017MD	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales	0.999999894795215
440R2926U40362GQ	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Oedocephalum;s__Oedocephalum_adhaerens	0.999948895558886
ffc2c9cec56bb97aa01addd99adb29675356fb97	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus	0.808278385545433
d782f461646a278908dde1017018987a037d10cc	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	1
965P7281Y43408HI	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.999994581999443
e9660c7e370815a214d4c6a4d94cc21e343ac7ca	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae	0.914015100344942
687U2578S17896HE	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sparticola;s__Sparticola_junci	0.999999914789851
656C9239U19748IS	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.545454545454545
474H9965R92198MM	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta	0.999011276947504
8035dced13bf7f596ff67d703f07fef49cced37f	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae	0.666666666666667
ec35d95acc4af376581837ddbf6e808bf6588a3d	k__Fungi	0.998743260027702
d2b4e1ff79950064b5aa209fec57eb33cbb23318	k__Fungi;p__Ascomycota	0.769230769230769
89844bc4a04085da3d21aaa37da145ff1cc6d4aa	k__Fungi	0.998912387962485
ddc0afbe9ab4a451e3b9f885674382d92d3bf112	Unassigned	0.974921138804459
9e5df2d1f2334e511982560a3522031973dfe871	k__Fungi	0.998854279187018
009ba37f88ce1c7afb6f368d5ce57e0e250b9493	k__Fungi	0.998444335865964
ec1cdc905d5aad417e24e94e78d281b77d19b297	k__Fungi	0.998852074270251
8658d301ce10dded531e4453457910a3e47ef5b7	k__Fungi	0.998764926247391
956R6162D17053BA	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0.999998270904302
8db237e8387b6d8ad085a5293243a1417f7684d8	k__Fungi	0.998905098186018
48de4fd96bd1f60491483ae671ae2ccfc4aff898	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_magnum	0.998884654960105
773Y3479J77136UW	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium	0.994933717988496
108S9961O91562DY	k__Fungi;p__Ascomycota;c__leotiomycetes;o__Helotiales	0.996915508617908
374R6259W95789RJ	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales	0.749795840464838
953N2790Y18119VH	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora	0.998170949921987
123N4717P12742BN	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.999989887769159
5306d3117adec7c4dd1cea94f79813ec6b64d924	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sparticola	0.999907711563106
35238b238c6213bbf20e41dc09f4dd1a8a81aedd	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales	0.9
0d8a50dc95da3ce75529f3a7945a33449f0821e5	k__Fungi	0.998284257550912
e23cf483c7ad272008a52a85e34df3ad4dd192a3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	1
78c2bf6e24c1feaecf019767bd58610c39164f7a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae	0.6
SH117599.07FU_KX766176_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Ochrocladosporium;s__Ochrocladosporium_frigidarii	0.881454814513935
SH013379.07FU_KC966164_reps_singleton	k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidium;s__Olpidium_brassicae	0.986902009455754
885U7011O25589NK	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.950502464311177
15dc80f41be180a00da0d0ea2bf9e83ed4b81d3b	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Comoclathris	0.865990633234139
448e76be04772431192302b65d34165351afe2cf	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium	0.997693342530329
629X5415Q66169ZO	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales	1
843S5043D52792QE	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Keissleriella	0.999999787237308
6a652c3a6ed89870eb1cf1ff4efeef48740a7f09	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__incertae_sedis;g__Vestigium	0.8
e3cd286c909a85e6f3cfc04ffb1dca1c372d66ce	k__Fungi	0.998522399318225
4f71550175f14f946cb596e29264033065253bdf	k__Fungi	0.998953594962231
a32255149a7a89112a8a75bca13a963aa87f3283	k__Fungi	0.997959331447465
3af9f73daa153ed4be9ea17c6361d8b83dc194af	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae	0.666666666666667
9ae3db27f3d649526be4b41497af58fc767afef5	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	1
581768fe240b01f4aead79dd854c7f4863d16f8b	k__Fungi	0.998424110344883
fdba9800b9d82e5ea7fc8453b0e443bf172a24de	k__Fungi	0.997429910672816
137H1025X22708DZ	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__Podospora_pleiospora	0.999997692805654
0e4e40ce002201cd7cde407e9411f3228f5ca6b3	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia_albida	0.997227720689629
ad09eb39b4ec1585833b437086ca093337a449c9	k__Fungi	0.998269977430511
76a96a9bb77048274d2dd4ef9730f48028ef7173	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Comoclathris;s__Comoclathris_spartii	0.944626056928671
122T9961K79991OP	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sparticola;s__Sparticola_junci	0.999999798981247
831K2913N46135QD	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Epicoccum;s__Epicoccum_nigrum	0.936685964692896
974L8498B99503CR	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae	0.996939511965525
9f79dd9a35b9095dfb8e5ed917559091b4debc3e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	1
337b0d5010425e9f4158b89fbcb1c77c3e823b20	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae	0.6
2bfddbb18a789601b9353d3ccbfd03ae3e0b6ee9	k__Fungi	0.998858613911726
7ef55cf61ac537a4c4d6efafad6765e5eb45cafa	k__Fungi	0.998512543995052
7bc06bad5285afb76b86a343da55f9f60f733e25	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus	0.982812120436757
497B5687U45749FF	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_pullulans	0.932511977048401
761A4758T72700CQ	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium	0.984037485551691
9183b2ad3cb7c710036e94f37869bf424783b4a8	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Byssocorticium	1
9c756bdf090635acc033aedac0d9c5cc87fe9492	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Tulasnellaceae	0.9
72c125bb8467b5f94dbc63834364d28df9c837a0	k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces	0.999994771378495
840L6731G10235NA	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora	0.867862407211966
636Y9800V69161DX	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium	0.999916756425852
39714c5e4f216d655d6c84fcdf7b43811bb2d6b9	k__Fungi	0.998789220227252
782V4501J88299BR	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Neocamarosporium	0.70597146462262
84ac0a0f3408b726d71ceb12ce3860da66e6bfe0	k__Fungi	0.998333027879814
SH493336.07FU_KT921205_reps_singleton	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_griseofulvum	0.81273611400349
b1d3766317a924847570801ddf57e43f13b49afd	k__Fungi	0.996071812560192
0833ac4effc3e69f53f299eb405f2ed35b8a70e1	k__Fungi	0.998570055682473
bb2ced7559562045d94eb259e335792a40c349d8	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales	0.636363636363636
cae98bad28b2524f43849a682a1d74cffc4d8b5a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae	0.744441581957018
419L3154U12340DD	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Crocicreas	0.999925369391763
5878ca4d1acc575ab6b8980770b4894de6f6c10d	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Neocamarosporium	0.760681915342464
f0e9bc7f69076240e17e6cf4c403dfb2f3063e2e	k__Fungi	0.998175791008832
4daadc2a2d261a52fb11eaaf549900549d051c1c	k__Fungi	0.998387759733703
111H4007M19233UH	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__Coniochaeta_polymorpha	0.840918464272905
3bf982424c5a5f8ef79f83d273cf47482804a093	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus	1
c6737cdc8bdd684bdf96380334da0cb49ad5ccc8	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus	0.983870295241786
480e66d5374d939f2799cb2708913d9e5b09f398	k__Fungi	0.998277774550901
1c748b9804f53d3f380241afca527e54baa3c010	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_globispora	0.989289513191855
d166f00727ae421f12da6b6c71a4765beff7abb1	k__Fungi	0.998702509239539
549M5644T82060ZA	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormiella;s__Sporormiella_megalospora	0.999999824909723
9cf95fbbf4154541ddf5fd523aad34168ed21368	k__Fungi	0.998721026519216
703G6528L11750CV	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Monosporascus	0.999999744360427
b58a0216f8baef367fa427e165e2c82137063606	k__Fungi;p__Ascomycota;c__Lecanoromycetes	1
df4bebe7d412424733844bce4d002692634e5363	k__Fungi	0.998415120624537
aa7c100c6b750dd92103d799355143e4a82f6ce5	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella	0.533333333333333
8617d300c89860df11876fc920192fba1a04c9ca	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae	0.938076635652073
69f1063a946197e044744ebab7d225d0b090e4d8	k__Fungi	0.998708991417978
656U4749K91837OF	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_laurentii	0.999933896222249
722Z5777G13165ND	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales	0.980170941456833
SH541991.07FU_KT203174_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.989284907051202
365C8048N73048GY	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora;s__Pyrenophora_seminiperda	0.75
577R5460N93518GU	k__Fungi;p__Ascomycota	0.99988431218245
389bc17c304b59c5d3cc5056e77647b03c145e2b	k__Fungi	0.998552945475693
c89e7df1135711491c55f600cfcdf42d261ee54a	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia_onofrii	0.998478284764086
fc2ea1e04737bd4312e6881226b97151fe6119ea	k__Fungi;p__Chytridiomycota	0.6
3e9bd233d51693e56b0039b2e080b868c75cca87	k__Fungi	0.998753539901512
b82cdd579e6cb6cdf631d7c898484d81d19257e8	Unassigned	0.998333778962264
6de928f4dcfa4a703b24c5f311640191f7616471	k__Fungi	0.998679103796629
105H6125P82369JA	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora;s__Pyrenophora_seminiperda	0.75
9e6e9feea6f3c699b14b51653bf6de6657b19dfb	k__Fungi	0.998950777628601
SH116191.07FU_AF145330_refs	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia_albida	0.839048656814402
078e5d5f16d56c827a74ca86571d7ecabd96fe8e	k__Fungi	0.99789141099122
ad9b4d00c2105dbed7db43542a38f991342ed820	k__Fungi	0.998243629639505
6310e6834faff714aebc5ea7d417428e5d747e1f	k__Fungi;p__Basidiomycota	0.833333333333333
7b4e24e7768da12b42430fb51158119a7df36c20	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales	0.666666666666667
104dc67169da01148b52b569b124bd4a11cfaf99	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales	0.7
3adeb7fc453d7a51e816f7622f32d44ce0bc8f8c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.9999067197328
cae9acd67f8199bae61d94160fceff335ddbff30	k__Fungi;p__Ascomycota	0.902596877603755
63d538427b40ed5237de2fd4e26dad195d61f70e	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus	0.997163669384832
5a49782e42d2e5e80f4f5a2126df2aeac3a47738	k__Fungi	0.998318126686403
069470e93333dcb04f8a4c214268e7a7b9d82042	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_globispora	0.758608021200241
ea3014e540e9eda134a5ccd9f25338bd572833e2	k__Fungi	0.998608535838513
2a9e1944a38018f7fd8084e4a293bf58d251632a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;s__Devriesia_pseudoamericana	0.976842530659281
b1f7f83da9111c1df50870fc7413c673bc357be7	k__Fungi	0.998348223448315
3efab8b264b90ac0b0626fdc1bcff61381cb272b	k__Fungi	0.998320763315275
032b8d1d6aeae2d69aced7f4453b1699131b240b	k__Fungi	0.998595393237684
589R9890P45834HA	k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces	0.99999998526043
ae9328f921398ea75addf481bc1718466efe34cd	k__Fungi	0.998764712915448
2cf95d4dc846ae7e22bc1d85b0dc481a6eaf61c0	k__Fungi	0.998026437263657
SH083696.07FU_KT759206_reps	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sarnyensis	0.984374858410947
8498c649bd4b433b5c970771ee098b99572e10b3	k__Fungi	0.998672343384348
882W4855X55052EW	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__pleosporaceae;g__Neocamarosporium	0.749452028784817
2a23092962ae6a5f84f1fc3f15e21a7a86aeccaf	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Umbilicariales;f__Umbilicariales_fam_Incertae_sedis;g__Boreoplaca;s__Boreoplaca_ultrafrigida	1
934R1361R78532GO	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales	0.999986879309406
214R3275U96873BD	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Ustilago;s__Ustilago_bromivora	0.99999983422397
1b6a02f2fdf324a50587f6892ca0a9f152dfbfc1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia	0.936532693181793
ed019d683f2526948e61c2a00acb3a04a193fd24	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales	0.642857142857143
260a56db153d022200e631ecd225025c2660f829	k__Fungi	0.997858316769198
e338ded7225ab13356bdeb66dac3f3b264f460f2	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__tremellaceae;g__Cryptococcus;s__Cryptococcus_dimennae	0.899134317662026
709F6599N69813UG	k__Fungi;p__Ascomycota;c__leotiomycetes;o__Helotiales	0.999773739590658
28a1eff5d71b070a4f1a8829693a56056d0b509a	k__Fungi	0.998695480318355
4adcf20f6f803ccaba648b742a5d1082d82a7b83	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.999961340186918
6f3110c6a1773fdbd2db6936c6a105a6db4bbd65	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae	0.666666666666667
6f8592925125bfd641ff7257d9bf1feee3fbf209	k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.75
9badd1102bbad5ca3c8c880283e3ba0d4277612a	k__Fungi	0.998277941578972
1e74ecfee8a20b3fc8cb8f7d3d3fa626a646d34d	k__Fungi	0.998188088730155
