	G1-11	G1-12	G1-13	G1-130	G1-131	G1-132	G1-135	G1-136	G1-138	G1-139	G1-14	G1-140	G1-141	G1-142	G1-143	G1-144	G1-15	G1-177	G1-178	G1-180	G1-182	G1-187	G1-188	G1-189	G1-190	G1-192	G1-193	G2-1100	G2-1101	G2-1102	G2-1103	G2-1105	G2-1106	G2-1107	G2-1108	G2-1109	G2-1110	G2-1111	G2-1113	G2-194	G2-198	G2-199	G2-21	G2-210	G2-211	G2-212	G2-213	G2-214	G2-215	G2-216	G2-217	G2-218	G2-219	G2-22	G2-220	G2-221	G2-222	G2-223	G2-224	G2-23	G2-24	G2-26	G2-27	G2-28	G2-29	G2-313	G2-314	G2-315	G2-316	G2-317	G2-318	G2-319	G2-320	G2-321	G2-322	G2-323	G2-324	G2-325	G2-326	G2-327	G2-328	G2-329	G2-330	G2-413	G2-414	G2-415	G2-416	G3-418	G3-419	G3-420	G3-422	G3-423	G3-424	G3-425	G3-426	G3-427	G3-428	G3-429	G3-430
G2-321	0.873	0.8735	0.8735	0.995	0.995	0.996	0.927	0.873	0.9585	0.8285	0.8735	0.8145	0.8705	0.874	0.8735	0.874	0.873	0.873	0.873	0.999	0.997	0.7655	0.76	0.7475	0.71	0.873	0.8735	0.317	0.2645	0.376	0.4495	0.0765	0.067	0.042	0.073	0.0805	0.0895	0.064	0.073	0.8605	1.0	0.257	0.981	0.9925	0.989	0.999	0.8695	0.872	0.8735	0.8725	0.871	0.873	0.786	0.9985	0.761	0.6205	0.7835	0.8255	0.7855	0.9975	0.999	0.931	0.9975	0.9955	0.977	0.0885	0.1565	0.037	0.1925	0.087	0.077	0.0785	0.019	0.0	0.0075	0.185	0.3755	0.8275	0.396	0.8205	0.726	0.808	0.273	0.8735	0.871	0.8725	0.922	0.873	0.873	0.873	0.873	0.873	0.8705	0.873	0.873	0.8735	0.873	0.873	0.873
G2-322	0.8805	0.8805	0.8805	0.9955	0.9955	0.997	0.928	0.8805	0.959	0.8355	0.8805	0.8215	0.878	0.8805	0.8805	0.8805	0.8805	0.8805	0.8805	1.0	0.998	0.7725	0.767	0.7545	0.717	0.8805	0.8805	0.3235	0.2715	0.3835	0.457	0.0695	0.06	0.0345	0.0655	0.074	0.082	0.057	0.066	0.8675	1.0	0.264	0.982	0.9935	0.9895	1.0	0.877	0.879	0.8805	0.8795	0.878	0.8805	0.793	0.9995	0.768	0.6275	0.7905	0.8325	0.7925	0.9985	1.0	0.932	0.9985	0.9965	0.9775	0.0815	0.163	0.03	0.199	0.088	0.078	0.0715	0.012	0.0075	0.0	0.1925	0.3825	0.8345	0.403	0.8275	0.7335	0.815	0.28	0.88	0.8785	0.88	0.923	0.8805	0.8805	0.8805	0.8805	0.8805	0.878	0.8805	0.8805	0.8805	0.8805	0.8805	0.8805
G2-323	0.702	0.741	0.761	0.8635	0.8435	0.89	0.797	0.706	0.863	0.6815	0.6985	0.668	0.8415	0.8505	0.849	0.85	0.7225	0.7205	0.7205	0.87	0.8715	0.6185	0.634	0.599	0.5615	0.847	0.693	0.293	0.2395	0.3525	0.398	0.2595	0.2495	0.2265	0.2575	0.264	0.2745	0.2485	0.257	0.68	0.845	0.2315	0.852	0.834	0.832	0.8405	0.8365	0.8475	0.848	0.846	0.8455	0.8455	0.743	0.8715	0.7125	0.534	0.728	0.677	0.7455	0.8705	0.871	0.877	0.8375	0.838	0.82	0.2665	0.162	0.2195	0.169	0.2665	0.226	0.263	0.204	0.185	0.1925	0.0	0.2355	0.695	0.3685	0.691	0.611	0.629	0.2535	0.7415	0.693	0.716	0.8735	0.717	0.724	0.717	0.725	0.7205	0.72	0.6905	0.693	0.701	0.6935	0.721	0.6915
G2-324	0.499	0.7665	0.528	0.8785	0.8785	0.8985	0.823	0.7205	0.869	0.47	0.64	0.456	0.6065	0.615	0.615	0.6145	0.5685	0.513	0.513	0.898	0.897	0.627	0.4015	0.389	0.3515	0.614	0.6765	0.1445	0.331	0.2375	0.331	0.4515	0.442	0.4165	0.4475	0.4545	0.4645	0.4395	0.4475	0.487	0.885	0.3365	0.88	0.8765	0.8745	0.883	0.6045	0.6135	0.615	0.6125	0.6125	0.6115	0.51	0.8975	0.4795	0.301	0.495	0.467	0.5115	0.8965	0.898	0.88	0.8815	0.8805	0.8625	0.4585	0.308	0.4105	0.2645	0.4575	0.4165	0.454	0.3945	0.3755	0.3825	0.2355	0.0	0.472	0.1355	0.475	0.385	0.4325	0.3585	0.7065	0.496	0.6485	0.877	0.5075	0.619	0.5065	0.5145	0.513	0.571	0.498	0.499	0.5	0.4995	0.499	0.498
G2-325	0.4765	0.784	0.409	0.843	0.8245	0.8255	0.63	0.6375	0.7875	0.306	0.536	0.305	0.4395	0.448	0.4725	0.4725	0.3305	0.3375	0.476	0.9145	0.9165	0.6905	0.305	0.399	0.3615	0.491	0.6335	0.5795	0.766	0.6715	0.6895	0.9035	0.894	0.868	0.899	0.9055	0.9165	0.8915	0.8995	0.3955	0.859	0.7715	0.692	0.8475	0.8485	0.852	0.4365	0.4465	0.448	0.4455	0.4455	0.4445	0.3845	0.7095	0.3695	0.3935	0.472	0.322	0.3865	0.7085	0.71	0.688	0.744	0.8545	0.8365	0.902	0.743	0.855	0.6995	0.8925	0.8515	0.906	0.8465	0.8275	0.8345	0.695	0.472	0.0	0.432	0.0785	0.1775	0.0915	0.645	0.6615	0.304	0.4415	0.6505	0.323	0.6285	0.338	0.353	0.405	0.495	0.2985	0.35	0.291	0.2895	0.32	0.2865
G2-326	0.608	0.8665	0.583	0.9875	0.9875	0.989	0.92	0.8295	0.951	0.4525	0.748	0.4385	0.4945	0.4975	0.4975	0.4975	0.651	0.4855	0.573	0.995	0.997	0.727	0.384	0.416	0.345	0.497	0.7915	0.1655	0.3515	0.257	0.3515	0.4725	0.463	0.4375	0.4685	0.4755	0.485	0.46	0.469	0.55	1.0	0.359	0.974	0.9905	0.9895	0.998	0.491	0.496	0.4975	0.4965	0.495	0.496	0.41	0.9915	0.385	0.2645	0.475	0.4495	0.4095	0.9905	0.992	0.924	0.9905	0.9955	0.9775	0.4845	0.329	0.433	0.285	0.478	0.437	0.4745	0.415	0.396	0.403	0.3685	0.1355	0.432	0.0	0.425	0.4245	0.4125	0.3615	0.804	0.488	0.7475	0.915	0.6015	0.719	0.495	0.497	0.529	0.6555	0.495	0.508	0.4975	0.497	0.4925	0.494
G2-327	0.4865	0.794	0.419	0.8515	0.8365	0.8355	0.694	0.6475	0.7905	0.274	0.546	0.265	0.395	0.4035	0.4725	0.4725	0.396	0.323	0.4875	0.9245	0.9265	0.695	0.265	0.4035	0.366	0.491	0.6485	0.574	0.7605	0.666	0.684	0.8965	0.887	0.861	0.892	0.8985	0.9095	0.8845	0.8925	0.409	0.8725	0.766	0.756	0.861	0.862	0.8655	0.392	0.402	0.4035	0.401	0.401	0.4	0.333	0.7735	0.318	0.388	0.4665	0.2855	0.335	0.7725	0.774	0.735	0.7575	0.868	0.85	0.895	0.7375	0.848	0.694	0.887	0.846	0.899	0.8395	0.8205	0.8275	0.691	0.475	0.0785	0.425	0.0	0.2175	0.084	0.6225	0.671	0.3175	0.507	0.706	0.363	0.6385	0.3035	0.3185	0.3995	0.5055	0.3135	0.365	0.2755	0.283	0.287	0.257
G2-328	0.4925	0.7975	0.423	0.8605	0.8475	0.839	0.577	0.651	0.7945	0.4615	0.553	0.4475	0.582	0.591	0.5905	0.5905	0.2765	0.493	0.5	0.928	0.93	0.641	0.393	0.3805	0.3555	0.5895	0.6665	0.4775	0.6635	0.569	0.587	0.802	0.7925	0.767	0.798	0.804	0.8155	0.79	0.798	0.4575	0.8935	0.669	0.639	0.8815	0.8825	0.886	0.579	0.589	0.5905	0.588	0.588	0.587	0.4855	0.6565	0.4455	0.3645	0.4525	0.4765	0.487	0.6555	0.657	0.605	0.778	0.8885	0.8705	0.8005	0.641	0.7535	0.5975	0.79	0.749	0.8045	0.745	0.726	0.7335	0.611	0.385	0.1775	0.4245	0.2175	0.0	0.2165	0.5345	0.6835	0.4565	0.3875	0.5825	0.3365	0.642	0.4945	0.5095	0.4515	0.5085	0.4635	0.465	0.466	0.4655	0.4755	0.4625
G2-329	0.437	0.7445	0.408	0.8205	0.785	0.824	0.6585	0.598	0.7875	0.287	0.4965	0.273	0.463	0.4715	0.4725	0.4725	0.356	0.3185	0.4335	0.875	0.877	0.6285	0.2835	0.337	0.2995	0.491	0.577	0.557	0.7435	0.649	0.667	0.884	0.8745	0.8485	0.8795	0.886	0.897	0.872	0.88	0.342	0.8055	0.749	0.7205	0.794	0.795	0.7985	0.46	0.47	0.4715	0.469	0.469	0.468	0.3885	0.738	0.3735	0.371	0.4495	0.304	0.3905	0.737	0.7385	0.74	0.6905	0.801	0.783	0.8825	0.7205	0.8355	0.677	0.87	0.829	0.8865	0.827	0.808	0.815	0.629	0.4325	0.0915	0.4125	0.084	0.2165	0.0	0.607	0.658	0.2685	0.467	0.7155	0.3275	0.589	0.322	0.337	0.347	0.4555	0.2545	0.2935	0.2695	0.2565	0.312	0.2535
G2-330	0.849	0.864	0.762	0.9645	0.954	0.943	0.807	0.7695	0.8915	0.745	0.758	0.731	0.8555	0.8585	0.8585	0.8585	0.6645	0.7765	0.7835	0.9945	0.9965	0.682	0.6765	0.711	0.655	0.858	0.838	0.264	0.211	0.2925	0.3625	0.3495	0.34	0.314	0.345	0.3515	0.362	0.337	0.346	0.832	1.0	0.236	0.8655	0.9885	0.9895	0.993	0.852	0.857	0.8585	0.8575	0.856	0.857	0.771	0.883	0.7365	0.537	0.745	0.8105	0.7705	0.882	0.8835	0.8155	0.885	0.9955	0.9775	0.353	0.1945	0.3025	0.2005	0.2865	0.2455	0.3515	0.292	0.273	0.28	0.2535	0.3585	0.645	0.3615	0.6225	0.5345	0.607	0.0	0.844	0.7965	0.719	0.738	0.733	0.847	0.841	0.8435	0.7435	0.758	0.8345	0.8355	0.825	0.804	0.826	0.8265
G2-413	0.627	0.768	0.688	0.86	0.461	0.862	0.6635	0.674	0.3905	0.6885	0.3025	0.6935	0.7615	0.738	0.4145	0.6195	0.6465	0.688	0.6895	0.915	0.915	0.7045	0.6975	0.6945	0.6855	0.3985	0.648	0.7845	0.8095	0.785	0.7625	0.949	0.939	0.9135	0.9445	0.9525	0.962	0.937	0.945	0.634	0.8215	0.815	0.917	0.809	0.745	0.803	0.7745	0.7005	0.759	0.7625	0.7745	0.788	0.781	0.917	0.766	0.7225	0.755	0.716	0.7835	0.9165	0.9175	0.9435	0.8235	0.729	0.7535	0.946	0.7865	0.9	0.785	0.9415	0.9005	0.9515	0.892	0.8735	0.88	0.7415	0.7065	0.6615	0.804	0.671	0.6835	0.658	0.844	0.0	0.5445	0.6795	0.858	0.64	0.1545	0.6205	0.648	0.5695	0.2725	0.619	0.6265	0.605	0.5995	0.644	0.6095
G2-414	0.3255	0.7155	0.4165	0.833	0.693	0.853	0.6435	0.516	0.7325	0.18	0.4545	0.2055	0.4165	0.396	0.3625	0.364	0.421	0.2485	0.369	0.858	0.8625	0.5605	0.2925	0.3715	0.3105	0.3815	0.572	0.555	0.681	0.5815	0.599	0.9465	0.9365	0.912	0.943	0.949	0.9605	0.9345	0.943	0.3345	0.7665	0.712	0.8565	0.7485	0.693	0.7445	0.427	0.3565	0.416	0.419	0.43	0.4435	0.397	0.8585	0.3285	0.351	0.4105	0.302	0.4225	0.8575	0.8585	0.9335	0.759	0.7005	0.6975	0.9435	0.7265	0.8975	0.6845	0.9	0.8595	0.949	0.89	0.871	0.8785	0.693	0.496	0.304	0.488	0.3175	0.4565	0.2685	0.7965	0.5445	0.0	0.563	0.81	0.3635	0.4655	0.2245	0.2535	0.2685	0.4065	0.2105	0.2655	0.1885	0.162	0.256	0.1935
G2-415	0.543	0.692	0.54	0.8325	0.754	0.83	0.214	0.5455	0.7765	0.5725	0.4555	0.5635	0.728	0.737	0.735	0.7365	0.2595	0.5455	0.55	0.8305	0.837	0.6305	0.623	0.5615	0.5535	0.7345	0.5895	0.7305	0.8025	0.73	0.726	0.9475	0.9375	0.9135	0.9445	0.9505	0.962	0.936	0.9445	0.5455	0.816	0.8095	0.541	0.809	0.804	0.8045	0.727	0.735	0.7355	0.7335	0.735	0.7365	0.734	0.3405	0.719	0.667	0.6995	0.5935	0.7365	0.4025	0.311	0.413	0.7005	0.813	0.81	0.9445	0.781	0.899	0.7375	0.9315	0.891	0.9505	0.8915	0.8725	0.88	0.716	0.6485	0.4415	0.7475	0.507	0.3875	0.467	0.719	0.6795	0.563	0.0	0.31	0.3745	0.5825	0.553	0.5625	0.5455	0.512	0.5305	0.5305	0.5425	0.542	0.5895	0.542
G2-416	0.853	0.8685	0.767	0.904	0.8935	0.8815	0.297	0.7735	0.831	0.7665	0.764	0.7925	0.9085	0.918	0.9165	0.9175	0.5395	0.6995	0.679	0.945	0.9515	0.6795	0.748	0.8505	0.8305	0.916	0.8465	0.885	0.875	0.819	0.8065	0.9475	0.938	0.922	0.944	0.95	0.9615	0.9355	0.944	0.848	0.9485	0.8985	0.655	0.9415	0.937	0.9375	0.908	0.916	0.917	0.916	0.916	0.9135	0.904	0.453	0.889	0.803	0.8685	0.8775	0.9065	0.516	0.285	0.278	0.833	0.9455	0.9425	0.9455	0.859	0.9125	0.8655	0.867	0.845	0.95	0.9225	0.922	0.923	0.8735	0.877	0.6505	0.915	0.706	0.5825	0.7155	0.738	0.858	0.81	0.31	0.0	0.677	0.8595	0.854	0.858	0.83	0.784	0.8385	0.8395	0.8345	0.812	0.836	0.8385
G3-418	0.208	0.533	0.3845	0.844	0.654	0.842	0.5045	0.352	0.7505	0.4185	0.3835	0.402	0.566	0.553	0.5525	0.5525	0.218	0.3715	0.2595	0.6755	0.6795	0.4555	0.485	0.2705	0.3795	0.5515	0.4435	0.6085	0.7945	0.7	0.718	0.949	0.939	0.914	0.945	0.951	0.9625	0.937	0.945	0.2475	0.6255	0.8	0.497	0.61	0.6045	0.608	0.5765	0.5525	0.5635	0.5675	0.5795	0.591	0.566	0.497	0.5515	0.5125	0.545	0.4055	0.572	0.4965	0.559	0.7565	0.5155	0.614	0.611	0.946	0.772	0.9	0.73	0.946	0.905	0.9515	0.892	0.873	0.8805	0.717	0.5075	0.323	0.6015	0.363	0.3365	0.3275	0.733	0.64	0.3635	0.3745	0.677	0.0	0.5125	0.242	0.266	0.377	0.4	0.328	0.286	0.2865	0.325	0.437	0.321
G3-419	0.5275	0.711	0.611	0.881	0.449	0.897	0.6115	0.649	0.4185	0.554	0.2405	0.5605	0.6745	0.6535	0.328	0.535	0.505	0.5435	0.546	0.8495	0.8515	0.657	0.6015	0.5535	0.5475	0.309	0.6235	0.709	0.8165	0.7235	0.7395	0.9475	0.9375	0.914	0.945	0.9515	0.9625	0.9365	0.945	0.538	0.814	0.8235	0.854	0.7995	0.732	0.787	0.685	0.615	0.671	0.678	0.688	0.701	0.6965	0.859	0.6815	0.6425	0.676	0.576	0.703	0.8585	0.858	0.9405	0.814	0.716	0.743	0.9455	0.7955	0.9	0.752	0.944	0.9035	0.951	0.892	0.873	0.8805	0.724	0.619	0.6285	0.719	0.6385	0.642	0.589	0.847	0.1545	0.4655	0.5825	0.8595	0.5125	0.0	0.4935	0.5075	0.424	0.1375	0.522	0.5345	0.513	0.5075	0.5545	0.52
G3-420	0.2595	0.5665	0.477	0.869	0.671	0.885	0.6955	0.489	0.791	0.232	0.4695	0.214	0.351	0.328	0.397	0.3985	0.3925	0.184	0.2545	0.706	0.7075	0.503	0.2715	0.225	0.2715	0.4155	0.4645	0.6275	0.8125	0.719	0.7375	0.948	0.938	0.914	0.945	0.951	0.9625	0.9365	0.945	0.2235	0.6535	0.819	0.7085	0.6375	0.614	0.6315	0.361	0.319	0.3475	0.3515	0.3635	0.375	0.375	0.7095	0.36	0.4385	0.5185	0.2135	0.3775	0.709	0.7415	0.941	0.652	0.6235	0.6205	0.9455	0.791	0.9	0.7475	0.9395	0.899	0.951	0.892	0.873	0.8805	0.717	0.5065	0.338	0.495	0.3035	0.4945	0.322	0.841	0.6205	0.2245	0.553	0.854	0.242	0.4935	0.0	0.041	0.3015	0.448	0.169	0.1785	0.08	0.1325	0.2165	0.11
G3-422	0.2825	0.5765	0.4845	0.8835	0.6995	0.8995	0.715	0.514	0.8195	0.2325	0.498	0.2145	0.3115	0.295	0.411	0.4125	0.3965	0.186	0.2665	0.717	0.718	0.5155	0.252	0.2355	0.2755	0.429	0.4875	0.628	0.8125	0.7195	0.7395	0.9475	0.938	0.914	0.945	0.952	0.9625	0.9365	0.945	0.246	0.6765	0.8195	0.7205	0.6625	0.6505	0.6555	0.323	0.2935	0.3075	0.313	0.3235	0.3365	0.335	0.722	0.355	0.4385	0.5185	0.1735	0.338	0.7215	0.7435	0.943	0.677	0.6605	0.657	0.9455	0.7915	0.9	0.748	0.94	0.8995	0.951	0.892	0.873	0.8805	0.725	0.5145	0.353	0.497	0.3185	0.5095	0.337	0.8435	0.648	0.2535	0.5625	0.858	0.266	0.5075	0.041	0.0	0.3175	0.4645	0.1835	0.192	0.093	0.1455	0.1915	0.125
G3-423	0.403	0.6975	0.4715	0.8705	0.686	0.8865	0.6235	0.624	0.728	0.3605	0.4475	0.3555	0.504	0.482	0.408	0.4095	0.3695	0.3235	0.3665	0.832	0.8355	0.6235	0.411	0.3565	0.3425	0.4045	0.6	0.613	0.7975	0.7045	0.715	0.9475	0.9375	0.914	0.945	0.951	0.9625	0.9365	0.945	0.3645	0.7995	0.812	0.8255	0.783	0.715	0.77	0.5115	0.4435	0.4995	0.5065	0.5165	0.529	0.5225	0.833	0.508	0.452	0.508	0.39	0.5315	0.8325	0.832	0.9305	0.788	0.7015	0.7285	0.9455	0.7765	0.9	0.733	0.925	0.8845	0.951	0.892	0.873	0.8805	0.7205	0.513	0.405	0.529	0.3995	0.4515	0.347	0.7435	0.5695	0.2685	0.5455	0.83	0.377	0.424	0.3015	0.3175	0.0	0.3605	0.322	0.338	0.309	0.3035	0.3615	0.314
G3-424	0.4915	0.7195	0.4955	0.8555	0.418	0.855	0.546	0.5825	0.3835	0.507	0.174	0.512	0.6295	0.609	0.285	0.4905	0.376	0.49	0.4985	0.8565	0.8605	0.6535	0.549	0.508	0.503	0.2685	0.629	0.6565	0.81	0.7155	0.7335	0.9465	0.937	0.9115	0.9425	0.9485	0.96	0.9345	0.9425	0.499	0.818	0.8155	0.789	0.8	0.741	0.797	0.64	0.57	0.6295	0.634	0.643	0.657	0.6545	0.791	0.6395	0.594	0.6265	0.5365	0.657	0.79	0.7915	0.8685	0.746	0.722	0.7475	0.9445	0.7875	0.898	0.744	0.9365	0.8955	0.949	0.8895	0.8705	0.878	0.72	0.571	0.495	0.6555	0.5055	0.5085	0.4555	0.758	0.2725	0.4065	0.512	0.784	0.4	0.1375	0.448	0.4645	0.3605	0.0	0.4815	0.4915	0.472	0.4645	0.5075	0.473
G3-425	0.232	0.632	0.4125	0.774	0.6175	0.7955	0.7225	0.4815	0.7425	0.279	0.4375	0.264	0.4135	0.4195	0.431	0.433	0.3675	0.1995	0.3135	0.767	0.7705	0.5655	0.329	0.285	0.2615	0.4465	0.4385	0.621	0.8055	0.7125	0.715	0.9475	0.937	0.914	0.945	0.951	0.9625	0.9365	0.945	0.1965	0.649	0.8125	0.77	0.643	0.621	0.6215	0.4225	0.418	0.4155	0.4155	0.427	0.4395	0.4305	0.7785	0.418	0.4285	0.5095	0.275	0.442	0.778	0.7775	0.9405	0.6435	0.643	0.6415	0.945	0.7845	0.9	0.741	0.933	0.8925	0.951	0.892	0.873	0.8805	0.6905	0.498	0.2985	0.495	0.3135	0.4635	0.2545	0.8345	0.619	0.2105	0.5305	0.8385	0.328	0.522	0.169	0.1835	0.322	0.4815	0.0	0.0855	0.11	0.0945	0.2525	0.0885
G3-426	0.1965	0.5815	0.4205	0.783	0.6215	0.8035	0.7315	0.441	0.76	0.3275	0.4465	0.3125	0.4695	0.478	0.476	0.4775	0.377	0.2655	0.267	0.723	0.7255	0.513	0.378	0.2365	0.265	0.4755	0.359	0.6195	0.8045	0.711	0.731	0.948	0.938	0.914	0.945	0.9515	0.9625	0.9365	0.945	0.135	0.5735	0.811	0.728	0.569	0.5615	0.563	0.477	0.4765	0.4765	0.475	0.478	0.49	0.4885	0.729	0.4735	0.4305	0.5105	0.327	0.491	0.7285	0.743	0.942	0.5695	0.571	0.568	0.945	0.783	0.8995	0.7395	0.9325	0.892	0.951	0.892	0.873	0.8805	0.693	0.499	0.35	0.508	0.365	0.465	0.2935	0.8355	0.6265	0.2655	0.5305	0.8395	0.286	0.5345	0.1785	0.192	0.338	0.4915	0.0855	0.0	0.1405	0.142	0.316	0.1375
G3-427	0.262	0.6	0.4725	0.84	0.656	0.8575	0.7135	0.5065	0.794	0.2125	0.46	0.1975	0.363	0.3565	0.419	0.421	0.383	0.166	0.277	0.7445	0.747	0.5215	0.263	0.257	0.251	0.4365	0.444	0.6055	0.79	0.6975	0.716	0.9475	0.937	0.914	0.945	0.9525	0.9625	0.9365	0.945	0.2085	0.644	0.8085	0.7495	0.6355	0.625	0.6275	0.375	0.355	0.359	0.3645	0.376	0.39	0.383	0.7525	0.368	0.4145	0.5045	0.2215	0.3875	0.752	0.7515	0.943	0.645	0.6355	0.6315	0.9445	0.769	0.8995	0.7255	0.9215	0.881	0.951	0.892	0.8735	0.8805	0.701	0.5	0.291	0.4975	0.2755	0.466	0.2695	0.825	0.605	0.1885	0.5425	0.8345	0.2865	0.513	0.08	0.093	0.309	0.472	0.11	0.1405	0.0	0.0675	0.2015	0.051
G3-428	0.3055	0.6455	0.4735	0.8355	0.6725	0.8565	0.7075	0.5485	0.785	0.2135	0.4535	0.1985	0.381	0.368	0.412	0.414	0.363	0.1515	0.299	0.787	0.7895	0.545	0.264	0.3	0.2465	0.431	0.448	0.6045	0.78	0.6795	0.7	0.948	0.938	0.914	0.945	0.952	0.9625	0.9365	0.945	0.2165	0.647	0.8115	0.792	0.633	0.623	0.625	0.395	0.3665	0.3795	0.3835	0.3955	0.408	0.4065	0.793	0.3915	0.399	0.5095	0.245	0.409	0.7925	0.792	0.9425	0.6475	0.633	0.6295	0.945	0.7515	0.8995	0.708	0.9005	0.86	0.951	0.892	0.873	0.8805	0.6935	0.4995	0.2895	0.497	0.283	0.4655	0.2565	0.804	0.5995	0.162	0.542	0.812	0.325	0.5075	0.1325	0.1455	0.3035	0.4645	0.0945	0.142	0.0675	0.0	0.2215	0.0545
G3-429	0.421	0.742	0.4715	0.85	0.8115	0.866	0.765	0.651	0.808	0.2525	0.574	0.257	0.1795	0.275	0.4325	0.4345	0.488	0.254	0.4155	0.876	0.881	0.6695	0.239	0.3955	0.346	0.4485	0.6175	0.615	0.7995	0.7065	0.718	0.9475	0.937	0.914	0.945	0.951	0.9625	0.9365	0.945	0.382	0.8275	0.812	0.8795	0.821	0.81	0.8105	0.179	0.221	0.1745	0.1745	0.184	0.1965	0.191	0.886	0.35	0.423	0.508	0.1885	0.199	0.8855	0.885	0.938	0.8195	0.8215	0.82	0.945	0.7785	0.9	0.735	0.927	0.8865	0.951	0.892	0.873	0.8805	0.721	0.499	0.32	0.4925	0.287	0.4755	0.312	0.826	0.644	0.256	0.5895	0.836	0.437	0.5545	0.2165	0.1915	0.3615	0.5075	0.2525	0.316	0.2015	0.2215	0.0	0.197
G3-430	0.299	0.6365	0.472	0.836	0.6755	0.8565	0.7175	0.5385	0.797	0.216	0.464	0.1985	0.3575	0.3555	0.4245	0.4255	0.391	0.17	0.3135	0.777	0.781	0.5605	0.264	0.292	0.259	0.4435	0.4395	0.612	0.798	0.7035	0.722	0.949	0.939	0.914	0.945	0.951	0.9625	0.937	0.945	0.204	0.6345	0.81	0.781	0.6285	0.623	0.625	0.3695	0.355	0.3565	0.3605	0.3725	0.384	0.382	0.781	0.367	0.424	0.509	0.2205	0.3845	0.7805	0.781	0.9395	0.633	0.6325	0.6295	0.946	0.7755	0.9	0.732	0.9265	0.8855	0.9515	0.892	0.873	0.8805	0.6915	0.498	0.2865	0.494	0.257	0.4625	0.2535	0.8265	0.6095	0.1935	0.542	0.8385	0.321	0.52	0.11	0.125	0.314	0.473	0.0885	0.1375	0.051	0.0545	0.197	0.0
